Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
11622,53249,490003256S,552226,183876,150,RB05,0
11623,77303,490012147E,552221,184147,54,RB06,0
11630,77556,490012147W,552220,184148,238,RB06,0
11633,57937,490014691W2,552217,184591,316,R609,0
11634,48353,490014691K,552216,184572,131,R609,0
11635,48044,490008793E,552207,183980,80,RC14,0
11636,77272,490008793W,552205,183977,261,RC14,0
11637,74102,490011080E,552192,184040,133,RC15,0
11638,49974,490011080N,552185,184070,312,RC15,0
11639,52631,490005226W,552184,184353,299,RB01,0
1164,72264,490007099N,552180,168601,341,HP12,0
11640,51761,490005226E,552179,184279,112,RB01,0
11641,77415,4.90E+10,552178,184448,301,RB02,0
11642,77264,4.90E+09,552174,184447,120,RB02,0
11643,47053,490012148W,552173,184580,284,RB04,0
11644,55823,490014991E,552173,184550,110,RB03,0
11645,58618,490012148E,552168,184614,94,RB04,0
11647,53719,490009148W,552153,183469,240,RD04,0
11650,55792,490005496W,552146,183380,254,RD03,0
11651,56586,490005517N,552144,183364,77,RD03,0
11652,71670,490003255N,552142,183408,126,RD02,0
11653,49320,490003255S,552136,183407,306,RD02,0
11656,74333,490003257S2,552134,183139,215,RD01,0
11657,52788,490003257S1,552133,183124,128,RD01,0
11658,75105,490007067N,552131,183276,313,RF06,0
11659,51630,490007067S,552130,183229,126,RF06,0
11660,47098,490014969K,552111,183450,135,RF05,0
11661,47467,490014969L,552103,183442,315,RF05,0
11663,47781,490012797P,552102,181414,47,10,0
11666,75205,490001221F,552101,181196,227,101,0
11670,57878,490014406W,552094,181430,258,107,0
11671,48563,490011365F,552085,181186,79,0M07,0
11682,48801,490011119J,552074,181320,334,0M11,0
11688,47313,490010621N,552064,182131,317,0T02,0
11689,59163,490007679N,552062,182577,319,0U02,0
11690,54493,490004805N,552061,183103,323,0U04,0
11691,73269,490008712N,552050,183316,316,0U05,0
11692,50471,490012948N,552042,181503,346,0M03,0
11693,73601,490012948S,552029,181438,168,0M03,0
11696,55819,490008697N,552028,181540,70,0M10,0
11697,49139,490007420M,552024,181476,245,0M10,0
11698,47123,490014404P,552019,181540,329,0M04,0
117,48185,490003282S,552005,185311,99,8B05,0
11700,50245,490000259A,551999,181668,327,0M05,0
11701,57081,490000259B,551992,181686,147,0M05,0
11705,51979,490013353E,551991,183080,266,RC02,0
11708,49157,490006471W,551982,182346,306,0P12,0
11709,76179,490006471E,551970,182371,126,0P12,0
1171,54993,490013761EE,551968,178156,118,3J01,0
11710,56801,490004990W,551961,182135,306,0P11,0
11711,73249,490004990E,551961,182126,126,0P11,0
11734,57868,490012765N,551948,184690,334,8J07,0
11739,74842,490013697F,551941,165941,149,K915,0
1174,49493,490010282SK,551929,178098,181,3J10,0
11751,52263,490005615N,551925,179051,346,7B02,0
11752,53588,490012253E,551917,167608,61,FU02,0
11753,50777,490005637H,551916,159604,242,H640,0
11755,76852,490001280SB,551913,170505,230,4T02,0
11758,58354,490004760L,551900,192863,324,SD10,0
11759,51872,490004760M,551890,192780,255,SD08,0
11760,56520,490000240JJ,551886,178744,0,Q609,0
11761,56768,490000240KK,551877,178802,179,Q609,0
11763,55068,490015471A,551856,190376,254,9709,0
11767,56831,490005756E,551853,185565,98,8D11,0
11772,48151,490004366E,551851,192461,71,TB05,0
11773,47938,490004366W,551845,192384,208,TB05,0
11774,73495,490005075E,551837,177258,93,6.00E+11,0
11776,76016,49003278MT,551832,189200,347,9202,0
11777,73090,49003278MC,551805,189186,167,9202,0
11779,75748,490003211E,551804,189279,109,9203,0
11780,49940,490003211W,551803,189260,289,9203,0
11785,56799,490014430V,551801,180335,253,Q802,0
1179,48188,490006368S,551794,182521,153,8802,0
11792,75960,490015471B,551793,190390,74,9709,0
118,56541,490010728W,551776,179624,281,7A09,0
1180,53172,490006358S1,551764,182946,179,AC01,0
1182,57036,490011274T,551762,161436,213,H525,0
1184,76320,490009489N,551759,195242,321,TM08,0
11957,57099,490004800S,551755,183466,141,0Q10,0
11960,55978,490007557F,551750,182941,41,0Q07,0
11962,57393,490004883E,551738,183078,220,0Q06,0
11963,51966,490005318D,551715,183132,38,0Q06,0
11964,54229,490004185N,551713,183952,6,8C01,0
11965,52208,490015334N,551713,182831,353,0Q07,0
11968,76862,490015574C,551712,182685,52,0U07,0
11969,56365,490015574D,551707,182663,232,0U07,0
11971,59210,490007557W,551702,182818,232,0Q07,0
11981,49281,490006302N,551702,183197,24,0R01,0
11982,77482,490006302W,551697,183223,206,0R01,0
11984,55886,490014371W,551694,183510,247,8G03,0
11986,57903,490015357E,551692,183571,69,8G03,0
11992,49176,490015362N,551689,186146,359,8B09,0
11994,73279,490004963CE,551674,184286,107,8H23,0
11995,77973,490007244N,551665,183680,296,8L09,0
11996,54394,490007244S,551664,183682,117,8L09,0
120,74431,490011761N,551655,179702,278,7A06,0
12009,73412,490009371Y,551652,184077,66,8904,0
12010,54457,490009371W,551648,184053,246,8904,0
12016,54423,490014749E,551647,184233,77,8C07,0
12017,52230,490009423W,551647,184241,257,8C07,0
12018,56939,490013582E,551645,184306,77,8C08,0
12019,53135,490013582W,551644,184296,257,8C08,0
1202,50111,490003273O,551643,183221,78,AF04,0
12020,53775,490015529W,551641,184329,257,8D01,0
12021,75221,490011186E,551640,184366,82,8D01,0
12022,48652,490006655CG,551633,184384,87,8D02,0
12023,59081,490006776CH,551621,184367,267,8D02,0
12024,52051,490000043CA,551617,184401,87,8J01,0
12025,48060,490000043CB,551613,184390,267,8J01,0
12026,52668,490004626S,551610,185664,134,8B07,0
12027,74133,490008947N,551610,185185,314,8B04,0
12028,50867,490008947S,551610,185215,137,8B04,0
12030,47735,490007045FH,551600,184793,149,8B02,0
12034,54877,490015162L,551588,184275,352,8C03,0
12037,52293,490004185S,551584,183842,186,8C01,0
1204,57245,490012729D,551584,179457,82,3B04,0
12041,77785,490014468N,551582,185349,300,8B12,0
12043,56014,490014431N,551572,185161,326,8B11,0
12044,57630,490014431S,551572,185169,146,8B11,0
12045,48042,490006041F,551567,184970,358,8B10,0
12046,51622,490006041D,551561,184988,183,8B10,0
12047,53820,490014819N,551561,184199,20,8A02,0
12051,54607,490011237N,551557,183954,307,8906,0
12053,73825,490011714E,551550,185429,240,8D09,0
12054,56866,490015255G,551548,185355,308,8D03,0
12057,54812,490000020K,551541,185115,317,8D08,0
12058,75962,490015255F,551535,185300,138,8D03,0
12059,77811,490013939N,551520,184969,309,8D07,0
1206,73143,490007533E,551518,179246,113,3G06,0
12060,76840,490000020L,551513,185135,137,8D08,0
12063,54924,490006591N,551512,184645,41,8D21,0
12064,53367,490006591S,551509,184617,221,8D21,0
12067,75405,490011186N,551509,184408,354,8D05,0
12068,73490,490011186S,551506,184428,174,8D05,0
12069,57976,490001025B,551506,176101,189,EB01,0
12070,77095,490001025A,551494,176126,9,EB01,0
12071,50900,490004216S,551491,176565,195,EB02,0
12072,47825,490004216N,551490,176514,14,EB02,0
12073,76258,490004249S,551486,177161,131,E702,0
12074,51921,490004249N,551485,177120,303,E702,0
12075,71246,490016645S,551485,175446,193,EC21,0
12076,52475,490013400S,551484,175223,184,EG16,0
12077,58432,490013400N,551482,175143,4,EG16,0
12078,76769,490005956S,551479,174366,195,EG13,0
12079,58209,490011904N,551471,174632,22,EG14,0
1208,71774,490007362S,551462,179239,228,3G02,0
12080,58738,490004097W,551458,174225,268,EA10,0
12082,76273,490010002S,551454,162022,228,H514,0
12083,75836,490010002N,551452,162130,48,H514,0
12085,47104,490013231W,551451,196360,250,TJ07,0
12086,52882,490003636B4,551446,196415,86,TJ06,0
12087,58167,490003636B3,551445,196402,265,TJ06,0
12088,49464,490013909E,551440,196438,95,TJ05,0
12089,50316,490009584W,551438,196422,258,TJ04,0
1209,47181,490007362N,551434,179310,53,3G02,0
121,77697,490012524H,551433,187779,300,DB05,0
1211,51063,490007086B,551414,178466,135,3K09,0
1212,52115,490003716E,551401,178531,49,3K10,0
1213,50548,490011719A,551398,178453,221,3K10,0
1215,49254,490015157V,551398,175857,36,6H01,0
1216,49838,490006700E,551395,185030,56,W504,0
1217,57277,490006700W,551390,185007,236,W504,0
1218,75788,490001109FD,551385,185049,313,8B03,0
12181,53275,490012611S,551384,182307,178,PH09,0
12182,51176,490012611N,551383,182327,346,PH09,0
12183,76540,490005688N,551383,183253,12,PH07,0
12184,51777,490005688S,551358,183249,192,PH07,0
1219,52703,490001109FF,551353,185034,133,8B03,0
12199,57765,490013368E,551345,195210,46,TH05,0
122,58361,490012524G,551342,187793,120,DB05,0
1220,55265,4.90E+10,551341,185247,100,RH04,0
12200,76348,490013368W,551334,195182,225,TH05,0
12201,50720,490007215W,551325,195564,240,TH06,0
12207,57118,490009841OA,551321,163977,318,F412,0
12208,58090,490009841O,551321,163992,135,F412,0
12213,75039,490014021W,551320,177756,1,4705,0
12218,55741,490015142F,551319,196450,89,TJ03,0
12222,73155,490011935W,551316,180089,279,A214,0
12223,53963,490004228W,551313,180100,280,A207,0
12225,54165,490006543N,551311,174501,7,GE07,0
12226,57655,490006543S,551307,174519,187,GE07,0
12230,53751,490012745S,551307,182189,160,C407,0
12232,74583,490015106W,551295,182353,147,C408,0
12233,55543,490015106N,551294,182409,342,C408,0
12235,72663,490012388N,551291,182643,341,C409,0
12236,59220,490012388S,551286,182598,154,C409,0
12237,47536,490007026SB,551282,182822,180,C101,0
12238,71664,490011678SA,551279,182878,342,C101,0
12239,71581,490015411R,551278,165967,20,F703,0
12240,57395,490015411S,551274,165988,191,F703,0
12243,49735,490003378G,551265,199989,188,UH46,0
12244,51476,490003378H,551264,199858,7,UH46,0
12245,49860,490003104S,551260,199570,195,UH08,0
12250,51025,490003227N,551259,199166,36,UH06,0
12251,59486,490011290S,551252,199059,207,UH06,0
12254,72934,490010626C,551250,198765,200,UH04,0
12255,75534,490003140S,551236,198488,182,UH02,0
12256,51755,490001299D,551227,198659,14,UH02,0
12257,73446,490005757N,551213,198087,20,UH01,0
12258,75864,490008479S,551209,198140,200,UH01,0
12260,56888,490012493N,551206,197865,15,UM02,0
12261,77662,490004828S,551206,197559,192,UM03,0
12264,71996,490004828N,551201,197640,14,UM03,0
12265,47341,49003254EA,551193,197721,194,UM02,0
12272,52746,490006579N,551186,196684,331,UM06,0
12273,53576,490006579S,551182,196648,161,UM06,0
12276,74724,490015441H,551175,196144,7,UQ03,0
12280,54694,490015441J,551166,196094,196,UQ03,0
12281,54107,490012335N,551158,195581,8,UQ05,0
12282,56460,490012335L,551153,195803,180,UQ04,0
12284,71450,490010364S,551148,195457,191,UQ05,0
12289,50648,490013770N,551146,194794,31,U202,0
12290,47398,490013770S,551139,194743,210,U202,0
12293,77173,490006043N,551120,194306,22,U205,0
12294,75715,490006933S,551119,194419,203,U204,0
12297,52706,490004180N,551116,193934,6,U310,0
12298,71817,490004180S,551105,194079,184,U206,0
123,49687,490012524C,551104,187859,286,DB06,0
12307,50163,490006445B,551104,193321,9,U303,0
12308,75611,490006445A,551098,193316,188,U303,0
12311,73951,490011968N,551097,193120,14,U304,0
12312,77558,490011968S,551094,193148,194,U304,0
12313,73903,490010801H,551094,192590,8,U401,0
12314,75238,490010801G,551088,192782,194,U401,0
12318,47978,490005690N,551088,191874,24,U405,0
12319,59572,490005690K,551068,192119,190,U405,0
12322,72285,490004262C,551059,191701,18,9.00E+02,0
12323,52627,490010463S,551057,191823,203,9.00E+01,0
12324,76221,490001335S,551056,191351,354,9.00E+04,0
12326,72716,490013733R,551056,191193,353,9.00E+05,0
12327,53480,490013733V,551053,191178,173,9.00E+05,0
12332,58454,490004354N,551052,182823,336,8501,0
1234,75856,490019454S,551050,190010,185,9D22,0
1238,73869,490011134N,551049,192113,9,VE20,0
12402,59146,490000275F,551048,190397,258,9702,0
12403,52617,490015575W,551048,176403,262,6J01,0
12415,49400,490012524L,551045,187697,189,DB03,0
12417,58594,490014394S,551034,160214,155,H133,0
12418,58233,490014394N,551028,160342,327,H133,0
12419,49397,490011899N,551027,160887,341,H131,0
1242,49130,490008573S,551026,167646,142,FT04,0
12420,56470,490011899S,551024,160943,162,H131,0
12421,57604,490011261N,551023,161639,317,H128,0
12422,75233,490011261S,551008,161607,136,H128,0
12423,50341,490011273S,551007,161862,136,H127,0
12424,59245,490011900N,551003,162508,327,H126,0
12425,52799,490011900S,550986,162464,148,H126,0
12426,77073,490001244A,550984,162816,7,H125,0
12427,74808,490004236S,550978,163064,187,H124,0
12428,75787,490004236N,550968,163139,6,H124,0
12429,75719,490007560S,550968,161129,216,H526,0
12430,72620,490007560N,550964,161013,37,H524,0
12432,49961,490001253B,550955,159780,220,H602,0
12433,52084,490001072E,550953,158971,204,H625,0
12434,56751,490001072F,550952,159015,13,H625,0
12435,47602,490012862N,550945,158683,341,H710,0
12436,53504,490012862S,550944,158648,157,H710,0
12438,74959,490012821N,550942,159905,340,H614,0
12442,73786,490014142U,550942,166319,205,F801,0
12444,47638,490010635W,550942,166563,216,F802,0
12445,56577,490004801N,550938,166884,58,F805,0
12448,52924,490014021V,550937,177735,191,4704,0
1245,57117,490007760J,550936,180177,269,Q702,0
12450,53005,490011272Y,550932,161635,305,H508,0
1256,55669,490006295D,550931,184909,164,RP06,0
1259,47231,490005089D,550930,181061,226,7811,0
126,75228,490005528X,550929,179296,247,7903,0
1260,56894,490014402B,550927,181095,258,7812,0
1261,57053,490014402E,550924,181126,77,0M02,0
12619,49370,490000008V,550918,186757,18,CF02,0
1263,75850,490014402A,550914,181200,347,0M02,0
1264,56441,490015463M,550914,180523,71,7805,0
1265,76605,490000167H,550914,180473,250,7805,0
12659,57986,490007531W,550910,169831,301,4T05,0
1266,74521,490000167K,550906,180453,167,7808,0
12661,76893,490011737S,550903,169685,207,L912,0
12662,49708,490009338S,550901,169509,207,L911,0
12663,50042,490011737N,550900,169651,27,L912,0
12664,58836,4.90E+09,550895,169446,27,L910,0
12665,56524,490012930S,550893,169354,179,L910,0
12670,54697,490010321M,550890,168824,230,L908,0
12671,52161,490010321P,550884,168901,323,L908,0
12672,58994,490013425N,550876,168456,42,L906,0
12678,47970,490012725N,550874,169950,27,LA02,0
12679,48245,490012725S,550856,169931,207,LA02,0
1268,55201,490015465D,550853,180417,78,7804,0
12680,72936,490009619N,550840,169795,62,L719,0
12683,57110,490013565S1,550836,169627,225,L718,0
12686,51234,490008488N,550830,173477,27,5K08,0
12687,72913,490008488S,550829,173445,207,5K08,0
12688,50669,490004390N,550827,173724,28,5K09,0
12689,74683,490004390S,550824,173674,208,5K09,0
1269,58892,490015465E,550823,180396,259,7804,0
12691,53725,490012574S,550816,173909,210,5K10,0
12692,49513,490012574N,550816,173928,30,5K10,0
12695,48633,490014769S2,550813,174474,212,5K12,0
12696,77636,490014769N2,550810,174509,34,5K12,0
12698,51877,490009638W1,550808,174810,265,5N10,0
12699,47651,490003200N,550805,174733,330,5N10,0
1270,76266,490015039B,550804,180491,342,7809,0
12700,74546,490014515S,550797,174463,146,5K01,0
12703,77127,490015485N,550789,174206,327,5J01,0
12705,50395,490015485S,550776,174232,147,5J01,0
12706,48855,490005643N,550773,173975,319,5J02,0
12707,52035,490005643S,550773,173910,147,5J02,0
1271,53111,490015039C,550765,180466,161,7809,0
12710,57207,490011735N,550758,173637,328,5J03,0
12711,53220,490011735S,550756,173626,148,5J03,0
12712,52548,490013044C,550754,173183,328,5J04,0
12713,76231,490013044D,550748,173301,148,5J04,0
12715,56281,490004406N,550745,172972,327,5G01,0
12717,55447,490006395N,550744,172688,328,5G03,0
12718,55690,490013948S,550736,172819,147,5G02,0
1272,73511,490000167A,550733,180558,313,7809,0
12720,76804,490006395S,550729,172654,149,5G03,0
12722,48257,490000233F,550723,172322,97,5F07,0
12725,47451,490009994W,550722,172142,319,5F08,0
12726,47549,490009994E,550719,172102,137,5F08,0
12727,51370,490006986E,550719,171957,110,5F09,0
12728,56220,490006986W,550710,171992,291,5F09,0
12729,76960,490013711E,550703,171875,99,5F10,0
12730,49627,490013711W,550700,171879,285,5F10,0
12731,50291,490013712E,550699,171832,97,5C09,0
12732,58097,490013712W,550690,171822,277,5C09,0
12739,59151,490004622E,550686,172617,51,5H12,0
12740,76469,490004622W,550686,172590,231,5H12,0
12741,72371,490010604E,550682,172752,58,5J09,0
12742,55844,490010604W,550681,172760,238,5J09,0
12743,54933,490013669E,550676,172895,61,5J08,0
12744,72418,490013669W,550673,172872,241,5J08,0
12745,54742,490009649E,550671,173014,59,5J07,0
12746,59306,490009649W,550670,172988,239,5J07,0
12747,57217,490013044G,550664,173207,55,5J06,0
12748,73917,490013044E,550660,173260,210,5J04,0
12749,74227,490011411W,550657,174001,245,5910,0
1275,71970,490010158S,550657,182736,179,8L01,0
12751,48955,490004889E,550655,174265,139,4J01,0
12752,50682,490004889W,550645,174274,308,4J01,0
12753,54173,490011776E,550644,174051,113,4J02,0
12754,75485,490011776W,550640,174058,292,4J02,0
12755,74760,490008755V,550625,173784,118,4P01,0
12757,77649,490010243E,550623,173679,111,4P02,0
12758,59351,490010243W,550605,173678,292,4P02,0
12759,71023,490012931E,550599,173565,123,4P03,0
1276,76306,490010158N,550597,182582,359,8L01,0
12763,47434,490005328V,550592,175421,34,4K15,0
12766,71452,490003796D,550583,175067,262,4J09,0
12767,74031,490009460N,550581,174870,1,4J10,0
12768,72100,490009460S,550578,174840,183,4J10,0
12769,47947,490005350S,550567,174634,184,4J11,0
1277,77229,490012158S,550566,182957,172,8L02,0
12770,56818,490005350N,550564,174505,9,4J11,0
12773,53461,490013621N,550553,174177,11,4P04,0
12774,75231,490013621S,550546,174096,191,4P04,0
12777,75190,490003472N1,550545,173646,14,4P05,0
12778,53714,490003472S,550545,173829,192,4P05,0
1278,72497,490012158N,550545,182962,351,8L02,0
12781,57537,490009121N,550540,173389,20,4P06,0
12783,56887,490015219N,550534,173155,331,4N07,0
12784,77447,490015219S,550523,173288,150,4P06,0
12785,53306,490012675N,550517,172927,338,4N06,0
12786,76731,490012675S,550515,172884,161,4N06,0
12787,52923,490001281C,550513,172735,117,4N05,0
12789,51711,490012922SC,550508,170839,46,4T01,0
12790,51666,490012922SD,550502,170799,229,4T01,0
12793,59018,490001280SA,550499,170507,50,4T02,0
12795,75720,490003057S2,550492,170339,224,4T03,0
